sku_id,raw_names,match_name,match_score,final_sku_name,decision
SKU001,"techflow keybord wireles black,brand new wireless keyboard black,wireless keyboard black,wireless kb black,wireless kb, black (tf),wireless keyboard,wordpress wireless kayboard,techflow wireless keyboard,techflow wireless keyboard black,wireless keyboard - black,tf wireless keybord black,wireless keybord black,wireless keyboard black techflow,tf wireless kb black,wireless keybord black tf",wireless keyboard,100,wireless keyboard,AUTO
SKU002,"24"" led monitor viewmaster,led monitor  24inch,wired mechanical keyboard - blue switches,led monitor 24in - viewmaster,24 inch led monitor,24 inch led mon,led monitr 24"",wired mechanical keyboard,tech flow mechanical kbd rgb,mechanical keyboard wired,monitor 24"" led - viewmaster,mechanical keyboard - rgb backlit,led monitr 24in tech vlmaster,keyboard mechanical wired techflow,wired keyboard of mechanical",wired mechanical keyboard,66.66666667,,NEED_APPROVAL
SKU003,"usb-c cable 6ft connectpro,24"" led monitor,usb c cable â€“ 200cm,24 led inch monitor,24"" led monitor  viewmaster,viewmaster led monitor 24in,1m usb-c cable,connectpro 24 led monitor black,led monitor 24 inch, black,usb-c cable - 6ft,usb c cable - 6 ft connpro,usb-c cable pack,usb-c cable connectpro 6ft,usb-c cabel â€“ 2m,connectpro usb-c cable - 1m,24 inch led monitor,usb-c cable â€“ 6ft",usb c cable,78.26086957,,NEED_APPROVAL
SKU004,"hd webcam 4k,monitor lcd 27 inch view,external usb drive datavault 1tb,4k webcam viewmaster,lcd27 inch monitr,lcd monitor 27"" viewmaster,4k webcam,webcam viewmaster 4k,lcd27 inch monitr with stand,4k cam,lcd monitor 27 inches,web cam 4k,datavault external usb drive 1tb,webcam 4k hd,27-inch led monitor",webcam,60.86956522,,NEED_APPROVAL
SKU005,"usb-c cable,webcam 1080p hd,wirless gaming headset,datavault harddrive 1tb,usb-c cable 6 feet long,techflow gaming headset,usb-c cable - 6ft,external hard drive - 1tb,wreless gaming headset,datavault usb-c cable 6 ft,usb-c cable 6ft,web cam 1080hd offclnk,wireless gaming headset,connectpro usb c cable 6ft,webcam 1080p hd officelink,usb-c 6ft cable black,exteranl hard drive 1tb",usb c cable,90,usb c cable,AUTO
SKU006,"proconnect gaming headset wireless,10ft hdmi cable - connectpro,1 tb external drive,external 1tb drive,webcam hd officelink,1tb external drive datavault,wireless gaming headset proconnect,datavault 1tb external drive,officelink hd webcam,hd webcam 1080p,webcam hd, 1080p,gaming headset wireless proconnct,external driv,hd webcam by offlk",tb external drive,58.82352941,,NEED_APPROVAL
SKU007,"hdmi adapter,wireless gaming headset,mechanical keyboard techflow blue switches,adapter hdmi,hdmi adaptior,wireless gaming headseat,wireless headset (gaming),wireless headset-gaming,mechanical keyboard blue swthes tf,mechanical rgb keyboard,gaming wireless headset proconnect,pro connect webcam 4k resolution,rgb mechnical keybord,4k webcam - brand new",wireless gaming headset,82.05128205,,NEED_APPROVAL
SKU008,"mechanical keyboard compact,lcd 27 inch monitor v-master,4k monitor 27in - viewmaster,64gb usb drive,mech keybrd,usb 64gb drive,mechanical keyboard-compact,64gb usb - techflow,usb drive, 64gb,office headset wired,lcd monitor 27inch viewmaster,viemaster 27 inch monitor,usb drive: 64gb,connectpro mech keyboard compact",mech keyboard,60.86956522,,NEED_APPROVAL
SKU009,"2m hdmi cable - connectpro,hdmi cable 10ft pack connectpro,adapter hdmi capable of 4k,flash drive 256 gigabytes data vault,office hedset wired,hdmi adapter - 4k,office headset wired,4k hdmi adapter,office headxet wired,hdmi cable - 10ft pk connpr,adapter hdmi 4k,256gb usb drive - datavault,office head set wired,adapter 4k hdmi",hdmi adapter,88.88888889,,NEED_APPROVAL
SKU010,"datavault ssd drive 512gb,officelink nc headset,usb drv 32gb,1tb external hard drive,external ssd drive 512gb dvault,office headset noise cancelling,monitor lcd 32"",lcd monitor 32inch,32 inch monitor - viewmaster,usb drive 32gb,usb drive 32 gigabyte,32"" lcd monitor,32gb usb drive,32gb usb drv,32 inch lcd monitor viewmaster",monitor lcd,66.66666667,,NEED_APPROVAL
SKU011,"compact keyboard, wireless,officelink compact kbd wireless",compact keyboard wireless,78.04878049,,NEED_APPROVAL
SKU012,lcd monitor 22 inch,lcd monitor inch,77.41935484,,NEED_APPROVAL
SKU013,15ft ethernet cable,ethernet cable,84.84848485,ethernet cable,AUTO
SKU014,"gaming headset, wireless,proconnect gaming headset wifi",gaming headset wireless,75.67567568,,NEED_APPROVAL
SKU015,32 inch lcd monitor view master,inch lcd monitor view master,62.22222222,,NEED_APPROVAL
SKU016,usb-c to hdmi adapter - 4k,usb c hdmi adapter,72.72727273,,NEED_APPROVAL
SKU017,"techflow mechanical kbd blue swtch,techflow mechanical keyboard blue switch",techflow mechanical kbd blue switch,71.69811321,,NEED_APPROVAL
SKU018,officelink wired headset,officelink wired headset,85.71428571,officelink wired headset,AUTO
SKU019,512gb external ssd data vault,external ssd data vault,65.11627907,,NEED_APPROVAL
SKU020,"4k monitor 27""",monitor,70,,NEED_APPROVAL
SKU101,"wireless keyboard black,techflow wireless keyboard black,techflow: brand new wireless keyboard black,wireless keyboard & mouse set,brand new wireless black keyboard,tf black wireless kb,tf black wireless keyboard,tf wireless keyboard,wireless keyboard techflow black,wirless kyeboard black,wireless keyboard by techflow,techflow wireless kb black,tf wireless keyboard black,wireless & keyboard black - tf,techflow wireless mechanical keyboard black,wireless keybord blck,wireless kbrd blck,wireless keyboard techflow",tf wireless keyboard,91.89189189,tf wireless keyboard,AUTO
